Station,Lat,Long,Maxlevel,Maxdate,Minlevel,Mindate,Raw,Proc,Plot,Basin,Basin1
TV04-04R,29.7279861864,-91.60816825280001,4.539000000000001,2005-09-23 20:00:00,-2.331,2000-10-08 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV04-04R/TV04-04R_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV04-04R/TV04-04R.html,Teche/Vermilion,Teche/Vermilion
CRMS0527-H03,29.709010702399997,-91.8598185515,8.68,2020-08-26 22:00:00,-0.6,2019-12-17 02:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0527-H03/CRMS0527-H03_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0527-H03/CRMS0527-H03.html,Teche/Vermilion,Teche/Vermilion
ME04-26R,29.6705895641,-92.2674394625,5.999,2005-09-23 21:00:00,-1.761,1998-04-10 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME04-26R/ME04-26R_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME04-26R/ME04-26R.html,Mermentau,Mermentau
AT04-04,29.3834712566,-91.37636100700001,5.563,2003-05-07 01:00:00,-1.917,2002-05-13 16:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/AT04-04/AT04-04_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/AT04-04/AT04-04.html,Atchafalaya,Atchafalaya
CRMS0589-H01,29.656961916799997,-92.81659007799999,9.5,2020-08-26 17:00:00,-0.37,2020-04-11 04:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0589-H01/CRMS0589-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0589-H01/CRMS0589-H01.html,Mermentau,Mermentau
ME11-72,29.8386965091,-92.9003864318,3.26,2002-11-05 02:00:00,-0.19,2002-12-06 04:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME11-72/ME11-72_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME11-72/ME11-72.html,Mermentau,Mermentau
CRMS6038-H01,29.6047811456,-91.35256576799999,7.91,2019-07-13 09:00:00,-0.86,2014-11-27 07:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS6038-H01/CRMS6038-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS6038-H01/CRMS6038-H01.html,Atchafalaya,Atchafalaya
CRMS0536-H01,29.5821025174,-92.25980846719999,7.02,2020-10-09 13:00:00,0.36,2018-03-27 15:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0536-H01/CRMS0536-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0536-H01/CRMS0536-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0633-H01,29.5639000254,-92.32312107930001,5.937,2008-09-12 12:00:00,-0.963,2011-01-13 09:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0633-H01/CRMS0633-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0633-H01/CRMS0633-H01.html,Mermentau,Mermentau
ME16-03,29.6217059157,-92.59132115889999,3.016,2003-11-29 03:00:00,0.236,2002-04-03 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME16-03/ME16-03_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME16-03/ME16-03.html,Mermentau,Mermentau
CRMS0504-H01,29.536740747800003,-91.8861613167,5.9750000000000005,2008-09-12 04:00:00,-0.67,2014-04-27 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0504-H01/CRMS0504-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0504-H01/CRMS0504-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0465-H01,29.537051793200003,-91.38444645940001,4.47,2017-06-22 06:00:00,-1.76,2013-11-13 00:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0465-H01/CRMS0465-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0465-H01/CRMS0465-H01.html,Atchafalaya,Atchafalaya
CRMS0581-H01,29.665219570500003,-92.72816686719999,7.546,2008-09-12 13:00:00,-1.0,2014-05-08 07:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0581-H01/CRMS0581-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0581-H01/CRMS0581-H01.html,Mermentau,Mermentau
CRMS0551-H01,29.701932056599997,-91.540003377,6.81,2020-08-27 00:00:00,-0.74,2007-12-17 07:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0551-H01/CRMS0551-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0551-H01/CRMS0551-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0494-H01,29.742635558499998,-91.7955404184,7.108,2008-09-12 10:00:00,-1.262,2010-12-25 10:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0494-H01/CRMS0494-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0494-H01/CRMS0494-H01.html,Teche/Vermilion,Teche/Vermilion
ME04-50R,29.6242222525,-92.3332042953,2.82,1998-09-20 00:00:00,0.06,2000-03-11 09:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME04-50R/ME04-50R_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME04-50R/ME04-50R.html,Mermentau,Mermentau
CRMS0630-H01,29.7827739454,-92.7941696961,4.389,2008-09-12 22:00:00,-0.671,2008-06-19 20:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0630-H01/CRMS0630-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0630-H01/CRMS0630-H01.html,Mermentau,Mermentau
ME11-02,29.8387750887,-92.8759461948,2.34,2000-05-16 02:00:00,-2.35,2000-05-01 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME11-02/ME11-02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME11-02/ME11-02.html,Mermentau,Mermentau
CRMS5992-H01,29.775857171,-91.54103096819999,6.252000000000001,2008-09-12 16:00:00,-1.85,2018-01-17 03:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS5992-H01/CRMS5992-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS5992-H01/CRMS5992-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS6042-H01,29.636899021799998,-91.3544946613,8.43,2019-07-13 06:00:00,-1.19,2013-11-13 01:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS6042-H01/CRMS6042-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS6042-H01/CRMS6042-H01.html,Atchafalaya,Atchafalaya
CRMS0553-H01,29.850005907699998,-93.0057372528,6.49,2008-09-13 01:00:00,-0.7,2018-06-10 03:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H01/CRMS0553-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0553-H01/CRMS0553-H01.html,Mermentau,Mermentau
CRMS0522-H01,29.499717634699998,-91.83138828860001,5.35,2019-07-13 10:00:00,-2.66,2017-12-31 23:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0522-H01/CRMS0522-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0522-H01/CRMS0522-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS1409-H01,29.868844410799998,-93.0103074465,5.875,2008-09-13 04:00:00,-0.72,2014-03-29 10:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS1409-H01/CRMS1409-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS1409-H01/CRMS1409-H01.html,Mermentau,Mermentau
CRMS0511-H01,29.886582019499997,-91.979647409,6.95,2020-08-27 02:00:00,-0.73,2020-04-15 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0511-H01/CRMS0511-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0511-H01/CRMS0511-H01.html,Teche/Vermilion,Teche/Vermilion
TV14-01,29.571021291999998,-91.7540351658,3.8489999999999998,2001-10-13 04:00:00,-2.731,2001-02-17 05:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV14-01/TV14-01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV14-01/TV14-01.html,Teche/Vermilion,Teche/Vermilion
CRMS0523-H01,29.578767216,-91.82123959549999,6.53,2019-07-13 10:00:00,-1.63,2013-11-12 22:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0523-H01/CRMS0523-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0523-H01/CRMS0523-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0624-H01,29.8599094365,-92.88635443129999,4.1690000000000005,2008-09-14 08:00:00,-0.931,2011-06-21 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0624-H01/CRMS0624-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0624-H01/CRMS0624-H01.html,Mermentau,Mermentau
ME14-01,29.644416060999998,-92.4900000474,2.4400000000000004,2002-10-05 08:00:00,-1.25,2002-10-03 03:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME14-01/ME14-01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME14-01/ME14-01.html,Mermentau,Mermentau
CRMS0479-H01,29.5235426765,-91.4491828129,7.491999999999999,2008-09-12 06:00:00,-1.3679999999999999,2012-08-28 17:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0479-H01/CRMS0479-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0479-H01/CRMS0479-H01.html,Atchafalaya,Atchafalaya
CRMS0691-H01,29.962657086500002,-93.1052029535,3.04,2017-08-30 09:00:00,-1.02,2018-07-16 12:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0691-H01/CRMS0691-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0691-H01/CRMS0691-H01.html,Calcasieu/Sabine,Calcasieu/Sabine
TV14-03R,29.524065916399998,-91.7719094539,5.486000000000001,2005-09-23 11:00:00,-3.564,2001-02-17 02:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV14-03R/TV14-03R_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/TV14-03R/TV14-03R.html,Teche/Vermilion,Teche/Vermilion
CRMS0567-H01,29.902667905100003,-92.45110879069999,2.62,2016-08-24 10:00:00,-0.654,2011-06-04 11:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0567-H01/CRMS0567-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0567-H01/CRMS0567-H01.html,Mermentau,Mermentau
CRMS0524-H01,29.5569778568,-91.81927281540001,2.79,2018-10-09 13:00:00,-1.67,2018-01-06 07:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0524-H01/CRMS0524-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0524-H01/CRMS0524-H01.html,Teche/Vermilion,Teche/Vermilion
CRMS0549-H02,29.83232874,-91.84894033040001,4.63,2015-10-25 21:00:00,-2.16,2016-12-18 12:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H02/CRMS0549-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0549-H02/CRMS0549-H02.html,Teche/Vermilion,Teche/Vermilion
CRMS0632-H01,29.568411891100002,-92.3857658583,6.382,2008-09-12 06:00:00,-0.5680000000000001,2010-10-26 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0632-H01/CRMS0632-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0632-H01/CRMS0632-H01.html,Mermentau,Mermentau
CRMS0527-H02,29.7116213796,-91.8590861013,7.33,2019-07-13 10:00:00,-0.54,2015-01-04 10:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0527-H02/CRMS0527-H02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0527-H02/CRMS0527-H02.html,Teche/Vermilion,Teche/Vermilion
CRMS0464-H01,29.5175702776,-91.3871363238,6.206,2008-09-13 08:00:00,-1.58,2019-07-15 09:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0464-H01/CRMS0464-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0464-H01/CRMS0464-H01.html,Atchafalaya,Atchafalaya
CRMS0605-H01,29.8604046734,-92.91566504129999,4.633,2008-09-14 00:00:00,-0.10699999999999998,2011-11-21 09:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H01/CRMS0605-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0605-H01/CRMS0605-H01.html,Mermentau,Mermentau
CRMS0501-H01,29.6393795311,-92.25677021799999,7.470000000000001,2008-09-12 11:00:00,-1.29,2018-01-03 14:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0501-H01/CRMS0501-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0501-H01/CRMS0501-H01.html,Teche/Vermilion,Teche/Vermilion
AT04-06,29.4648615075,-91.327583387,25.695,2002-10-03 06:00:00,-1.095,2002-12-06 07:30:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/AT04-06/AT04-06_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/AT04-06/AT04-06.html,Atchafalaya,Atchafalaya
CRMS4016-H01,29.562843154899998,-91.3856966897,5.62,2020-08-27 02:00:00,-1.83,2011-01-06 08:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS4016-H01/CRMS4016-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS4016-H01/CRMS4016-H01.html,Atchafalaya,Atchafalaya
CRMS0614-H01,29.737061739,-92.8854057592,10.84,2020-08-26 19:00:00,-0.396,2010-05-07 06:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0614-H01/CRMS0614-H01_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/CRMS0614-H01/CRMS0614-H01.html,Mermentau,Mermentau
ME16-02,29.634610773600002,-92.56894413290001,2.298,2002-09-08 01:00:00,-0.732,2001-06-01 12:00:00,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/tree/main/temp/Station ID=CRMS0565-H01,https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME16-02/ME16-02_Processed.csv,https://htmlpreview.github.io/?https://github.com/sinaamini11/Louisiana_Region5_Water_Levels/blob/main/Output/ME16-02/ME16-02.html,Mermentau,Mermentau
